country,continent,commodity,end_use_code,value,map_country
israel,asia,business machines and equipment,21500,9391060,Israel
italy,europe,business machines and equipment,21500,15300877,Italy
ivy_cst,africa,business machines and equipment,21500,342569,Ivory Coast
jamaica,carribean,business machines and equipment,21500,13784627,Jamaica
japan,asia,business machines and equipment,21500,47397161,Japan
jordon,asia,business machines and equipment,21500,3638926,Jordan
kazakhst,asia,business machines and equipment,21500,7801297,Kazakhstan
kenya,africa,business machines and equipment,21500,1938497,Kenya
kiribati,oceania,business machines and equipment,21500,23796,Kiribati
korea_s,asia,business machines and equipment,21500,29354342,South Korea
kuwait,asia,business machines and equipment,21500,3756185,Kuwait
kyrgyzst,asia,business machines and equipment,21500,15335,Kyrgyzstan
latvia,europe,business machines and equipment,21500,207638,Latvia
lebanon,asia,business machines and equipment,21500,1691191,Lebanon
liberia,africa,business machines and equipment,21500,159364,Liberia
libya,africa,business machines and equipment,21500,69000,Libya
lithuani,europe,business machines and equipment,21500,1634792,Lithuania
macau,asia,business machines and equipment,21500,744749,NA
macedoni,europe,business machines and equipment,21500,3409,North Macedonia
madagas,africa,business machines and equipment,21500,2700,Madagascar
malawi,africa,business machines and equipment,21500,47903,Malawi
malaysia,asia,business machines and equipment,21500,14720077,Malaysia
mali,africa,business machines and equipment,21500,54116,Mali
malta,europe,business machines and equipment,21500,104964,Malta
mauritn,africa,business machines and equipment,21500,177371,Mauritania
mexico,n_america,business machines and equipment,21500,213939031,Mexico
moldova,europe,business machines and equipment,21500,27687,Moldova
mongola,asia,business machines and equipment,21500,17000,Mongolia
morocco,africa,business machines and equipment,21500,1156180,Morocco
mozambq,africa,business machines and equipment,21500,179800,Mozambique
mritius,africa,business machines and equipment,21500,231551,Mauritius
n_antil,carribean,business machines and equipment,21500,5039359,NA
nepal,asia,business machines and equipment,21500,7875,Nepal
nethlds,europe,business machines and equipment,21500,141471008,Netherlands
new_cale,oceania,business machines and equipment,21500,156850,New Caledonia
new_zeal,oceania,business machines and equipment,21500,9414257,New Zealand
nicaraga,c_america,business machines and equipment,21500,4668604,Nicaragua
niger,africa,business machines and equipment,21500,28190,Niger
nigeria,africa,business machines and equipment,21500,12751568,Nigeria
norway,europe,business machines and equipment,21500,1499923,Norway
oman,asia,business machines and equipment,21500,172294,Oman
pakistan,asia,business machines and equipment,21500,2242267,Pakistan
panama,c_america,business machines and equipment,21500,33383326,Panama
paragua,s_america,business machines and equipment,21500,19391738,Paraguay
peru,s_america,business machines and equipment,21500,20534023,Peru
phil,asia,business machines and equipment,21500,4741943,Philippines
poland,europe,business machines and equipment,21500,6089320,Poland
portugal,europe,business machines and equipment,21500,2238052,Portugal
qatar,asia,business machines and equipment,21500,1531355,Qatar
romania,europe,business machines and equipment,21500,4381240,Romania
russia,europe,business machines and equipment,21500,36877482,Russia
rwanda,africa,business machines and equipment,21500,37285,Rwanda
s_africa,africa,business machines and equipment,21500,17914148,South Africa
salvadr,c_america,business machines and equipment,21500,6261617,El Salvador
samoa,oceania,business machines and equipment,21500,43264,Samoa
sd_arab,asia,business machines and equipment,21500,19241967,Saudi Arabia
senegal,africa,business machines and equipment,21500,590797,Senegal
sier_ln,africa,business machines and equipment,21500,260523,Sierra Leone
singapr,asia,business machines and equipment,21500,34335480,Singapore
slovakia,europe,business machines and equipment,21500,747695,Slovakia
slovenia,europe,business machines and equipment,21500,773356,Slovenia
spain,europe,business machines and equipment,21500,12900274,Spain
sri_lka,asia,business machines and equipment,21500,399165,Sri Lanka
st_k_nev,carribean,business machines and equipment,21500,2368291,Saint Kitts
surinam,s_america,business machines and equipment,21500,1209013,Suriname
sweden,europe,business machines and equipment,21500,3977820,Sweden
switzld,europe,business machines and equipment,21500,5446834,Switzerland
syria,asia,business machines and equipment,21500,3985,Syria
taiwan,asia,business machines and equipment,21500,16507141,Taiwan
tanzania,africa,business machines and equipment,21500,1202841,Tanzania
thailand,asia,business machines and equipment,21500,17581354,Thailand
togo,africa,business machines and equipment,21500,32433,Togo
trinidad,carribean,business machines and equipment,21500,12142104,Trinidad
tunisia,africa,business machines and equipment,21500,337406,Tunisia
turkey,asia,business machines and equipment,21500,4580820,Turkey
uganda,africa,business machines and equipment,21500,338757,Uganda
ukingdom,europe,business machines and equipment,21500,153342076,UK
ukraine,europe,business machines and equipment,21500,348786,Ukraine
uruguay,s_america,business machines and equipment,21500,11430036,Uruguay
us_nes,n_america,business machines and equipment,21500,529225,NA
uzbekist,asia,business machines and equipment,21500,47236,Uzbekistan
venez,s_america,business machines and equipment,21500,87512040,Venezuela
vietnam,asia,business machines and equipment,21500,3385272,Vietnam
yemen_n,asia,business machines and equipment,21500,75923,Yemen
yugoslav,europe,business machines and equipment,21500,244281,Serbia
zaire,africa,business machines and equipment,21500,721569,Democratic Republic of the Congo
zambia,africa,business machines and equipment,21500,327003,Zambia
zimbabwe,africa,business machines and equipment,21500,160396,Zimbabwe
afghan,asia,laboratory testing instruments,21600,5271654,Afghanistan
albania,europe,laboratory testing instruments,21600,472470,Albania
algeria,africa,laboratory testing instruments,21600,587582,Algeria
angola,africa,laboratory testing instruments,21600,462771,Angola
arab_em,asia,laboratory testing instruments,21600,24656948,United Arab Emirates
argent,s_america,laboratory testing instruments,21600,19824777,Argentina
armenia,asia,laboratory testing instruments,21600,567306,Armenia
asia_nes,asia,laboratory testing instruments,21600,497574,NA
austral,oceania,laboratory testing instruments,21600,121224082,Australia
austria,europe,laboratory testing instruments,21600,26671776,Austria
azerbaij,asia,laboratory testing instruments,21600,1973194,Azerbaijan
bahamas,carribean,laboratory testing instruments,21600,1795809,Bahamas
bahrain,asia,laboratory testing instruments,21600,2762622,Bahrain
barbado,carribean,laboratory testing instruments,21600,614097,Barbados
bel_lux,europe,laboratory testing instruments,21600,142729759,Luxembourg
belarus,europe,laboratory testing instruments,21600,1064644,Belarus
belize,c_america,laboratory testing instruments,21600,277373,Belize
benin,africa,laboratory testing instruments,21600,25072,Benin
bermuda,carribean,laboratory testing instruments,21600,566941,Bermuda
bngldsh,asia,laboratory testing instruments,21600,3229918,Bangladesh
bolivia,s_america,laboratory testing instruments,21600,1762321,Bolivia
bosnia-h,europe,laboratory testing instruments,21600,535101,Bosnia and Herzegovina
brazil,s_america,laboratory testing instruments,21600,98578841,Brazil
bulgaria,europe,laboratory testing instruments,21600,2224423,Bulgaria
burkina,africa,laboratory testing instruments,21600,2666,Burkina Faso
burma,asia,laboratory testing instruments,21600,274607,Myanmar
burundi,africa,laboratory testing instruments,21600,3032,Burundi
c_africa,africa,laboratory testing instruments,21600,3664,Central African Republic
cambod,asia,laboratory testing instruments,21600,300795,Cambodia
cameroon,africa,laboratory testing instruments,21600,94721,Cameroon
canada,n_america,laboratory testing instruments,21600,504983849,Canada
chad,africa,laboratory testing instruments,21600,8955,Chad
chile,s_america,laboratory testing instruments,21600,17329723,Chile
china,asia,laboratory testing instruments,21600,353423274,China
colombia,s_america,laboratory testing instruments,21600,22054639,Colombia
congo,africa,laboratory testing instruments,21600,1681476,Republic of Congo
cos_rica,c_america,laboratory testing instruments,21600,8122244,Costa Rica
croatia,europe,laboratory testing instruments,21600,1573037,Croatia
cuba,carribean,laboratory testing instruments,21600,6583,Cuba
cyprus,europe,laboratory testing instruments,21600,2099523,Cyprus
czechrep,europe,laboratory testing instruments,21600,24566488,Czech Republic
denmark,europe,laboratory testing instruments,21600,23211756,Denmark
djibouti,africa,laboratory testing instruments,21600,6667,Djibouti
dom_rep,carribean,laboratory testing instruments,21600,5490316,Dominican Republic
ecuador,s_america,laboratory testing instruments,21600,5399451,Ecuador
egypt,africa,laboratory testing instruments,21600,17344190,Egypt
eq_gnea,africa,laboratory testing instruments,21600,201517,Equatorial Guinea
estonia,europe,laboratory testing instruments,21600,1199937,Estonia
ethiopia,africa,laboratory testing instruments,21600,347988,Ethiopia
fiji,oceania,laboratory testing instruments,21600,34452,Fiji
finland,europe,laboratory testing instruments,21600,25705345,Finland
fr_ind_o,asia,laboratory testing instruments,21600,10588,French Polynesia
france,europe,laboratory testing instruments,21600,253510837,France
gabon,africa,laboratory testing instruments,21600,52990,Gabon
gambia,africa,laboratory testing instruments,21600,256985,Gambia
georgia,asia,laboratory testing instruments,21600,2130180,Georgia
german,europe,laboratory testing instruments,21600,761924629,Germany
ghana,africa,laboratory testing instruments,21600,227290,Ghana
greece,europe,laboratory testing instruments,21600,13778175,Greece
greenld,n_america,laboratory testing instruments,21600,3000,Greenland
guadlpe,carribean,laboratory testing instruments,21600,45952,Guadeloupe
guatmala,c_america,laboratory testing instruments,21600,3066375,Guatemala
guinea,africa,laboratory testing instruments,21600,55097,Guinea
guyana,s_america,laboratory testing instruments,21600,311139,Guyana
haiti,carribean,laboratory testing instruments,21600,681167,Haiti
hondura,c_america,laboratory testing instruments,21600,1554267,Honduras
hongkong,asia,laboratory testing instruments,21600,153646538,NA
hungary,europe,laboratory testing instruments,21600,8298333,Hungary
iceland,europe,laboratory testing instruments,21600,2700696,Iceland
india,asia,laboratory testing instruments,21600,88354300,India
indones,oceania,laboratory testing instruments,21600,5991084,Indonesia
iran,asia,laboratory testing instruments,21600,249093,Iran
iraq,asia,laboratory testing instruments,21600,19776847,Iraq
ireland,europe,laboratory testing instruments,21600,29097045,Ireland
israel,asia,laboratory testing instruments,21600,51173701,Israel
italy,europe,laboratory testing instruments,21600,186320212,Italy
ivy_cst,africa,laboratory testing instruments,21600,1150752,Ivory Coast
jamaica,carribean,laboratory testing instruments,21600,7375318,Jamaica
japan,asia,laboratory testing instruments,21600,837728046,Japan
jordon,asia,laboratory testing instruments,21600,4273468,Jordan
kazakhst,asia,laboratory testing instruments,21600,7106992,Kazakhstan
kenya,africa,laboratory testing instruments,21600,1548837,Kenya
kiribati,oceania,laboratory testing instruments,21600,33938,Kiribati
korea_s,asia,laboratory testing instruments,21600,320858494,South Korea
kuwait,asia,laboratory testing instruments,21600,7165001,Kuwait
kyrgyzst,asia,laboratory testing instruments,21600,201516,Kyrgyzstan
lao,asia,laboratory testing instruments,21600,53985,Laos
latvia,europe,laboratory testing instruments,21600,2290139,Latvia
lebanon,asia,laboratory testing instruments,21600,1121867,Lebanon
liberia,africa,laboratory testing instruments,21600,13416,Liberia
libya,africa,laboratory testing instruments,21600,1308274,Libya
lithuani,europe,laboratory testing instruments,21600,2558227,Lithuania
macau,asia,laboratory testing instruments,21600,1159756,NA
macedoni,europe,laboratory testing instruments,21600,343561,North Macedonia
madagas,africa,laboratory testing instruments,21600,99044,Madagascar
malawi,africa,laboratory testing instruments,21600,37196,Malawi
malaysia,asia,laboratory testing instruments,21600,43045663,Malaysia
mali,africa,laboratory testing instruments,21600,320313,Mali
malta,europe,laboratory testing instruments,21600,636749,Malta
mauritn,africa,laboratory testing instruments,21600,18964,Mauritania
mexico,n_america,laboratory testing instruments,21600,252499348,Mexico
moldova,europe,laboratory testing instruments,21600,100812,Moldova
mongola,asia,laboratory testing instruments,21600,514930,Mongolia
morocco,africa,laboratory testing instruments,21600,1509608,Morocco
mozambq,africa,laboratory testing instruments,21600,5870,Mozambique
mritius,africa,laboratory testing instruments,21600,265924,Mauritius
n_antil,carribean,laboratory testing instruments,21600,2895450,NA
nepal,asia,laboratory testing instruments,21600,162323,Nepal
nethlds,europe,laboratory testing instruments,21600,583780455,Netherlands
new_cale,oceania,laboratory testing instruments,21600,1368502,New Caledonia
new_guin,oceania,laboratory testing instruments,21600,16526,Papua New Guinea
new_zeal,oceania,laboratory testing instruments,21600,12452111,New Zealand
nicaraga,c_america,laboratory testing instruments,21600,763008,Nicaragua
niger,africa,laboratory testing instruments,21600,57737,Niger
nigeria,africa,laboratory testing instruments,21600,5493144,Nigeria
norway,europe,laboratory testing instruments,21600,44046718,Norway
oman,asia,laboratory testing instruments,21600,2614085,Oman
pakistan,asia,laboratory testing instruments,21600,7725353,Pakistan
panama,c_america,laboratory testing instruments,21600,2786464,Panama
paragua,s_america,laboratory testing instruments,21600,682318,Paraguay
peru,s_america,laboratory testing instruments,21600,10418609,Peru
phil,asia,laboratory testing instruments,21600,14096322,Philippines
poland,europe,laboratory testing instruments,21600,22577087,Poland
portugal,europe,laboratory testing instruments,21600,7726493,Portugal
qatar,asia,laboratory testing instruments,21600,29926007,Qatar
romania,europe,laboratory testing instruments,21600,6543268,Romania
russia,europe,laboratory testing instruments,21600,25887798,Russia
rwanda,africa,laboratory testing instruments,21600,113049,Rwanda
s_africa,africa,laboratory testing instruments,21600,26484755,South Africa
salvadr,c_america,laboratory testing instruments,21600,1308656,El Salvador
samoa,oceania,laboratory testing instruments,21600,3500,Samoa
sd_arab,asia,laboratory testing instruments,21600,31444535,Saudi Arabia
senegal,africa,laboratory testing instruments,21600,122882,Senegal
sier_ln,africa,laboratory testing instruments,21600,107137,Sierra Leone
singapr,asia,laboratory testing instruments,21600,168203686,Singapore
slovakia,europe,laboratory testing instruments,21600,1942610,Slovakia
slovenia,europe,laboratory testing instruments,21600,3038058,Slovenia
spain,europe,laboratory testing instruments,21600,70040036,Spain
sri_lka,asia,laboratory testing instruments,21600,1361817,Sri Lanka
st_k_nev,carribean,laboratory testing instruments,21600,942449,Saint Kitts
sudan,africa,laboratory testing instruments,21600,448280,Sudan
surinam,s_america,laboratory testing instruments,21600,430553,Suriname
sweden,europe,laboratory testing instruments,21600,68660647,Sweden
switzld,europe,laboratory testing instruments,21600,49514479,Switzerland
syria,asia,laboratory testing instruments,21600,32801,Syria
taiwan,asia,laboratory testing instruments,21600,203103936,Taiwan
tajikist,asia,laboratory testing instruments,21600,329262,Tajikistan
tanzania,africa,laboratory testing instruments,21600,412161,Tanzania
thailand,asia,laboratory testing instruments,21600,49470084,Thailand
togo,africa,laboratory testing instruments,21600,57862,Togo
trinidad,carribean,laboratory testing instruments,21600,4064649,Trinidad
tunisia,africa,laboratory testing instruments,21600,1105134,Tunisia
turkey,asia,laboratory testing instruments,21600,33206620,Turkey
turkmeni,asia,laboratory testing instruments,21600,101126,Turkmenistan
uganda,africa,laboratory testing instruments,21600,332963,Uganda
ukingdom,europe,laboratory testing instruments,21600,380991926,UK
ukraine,europe,laboratory testing instruments,21600,4772530,Ukraine
uruguay,s_america,laboratory testing instruments,21600,2588655,Uruguay
us_nes,n_america,laboratory testing instruments,21600,26844,NA
uzbekist,asia,laboratory testing instruments,21600,2078110,Uzbekistan
venez,s_america,laboratory testing instruments,21600,29528754,Venezuela
vietnam,asia,laboratory testing instruments,21600,8020884,Vietnam
yemen_n,asia,laboratory testing instruments,21600,277831,Yemen
yugoslav,europe,laboratory testing instruments,21600,1100079,Serbia
zaire,africa,laboratory testing instruments,21600,151079,Democratic Republic of the Congo
zambia,africa,laboratory testing instruments,21600,334197,Zambia
zimbabwe,africa,laboratory testing instruments,21600,188472,Zimbabwe
afghan,asia,medicinal equipment,21610,5257931,Afghanistan
albania,europe,medicinal equipment,21610,801769,Albania
algeria,africa,medicinal equipment,21610,3638238,Algeria
angola,africa,medicinal equipment,21610,6215581,Angola
arab_em,asia,medicinal equipment,21610,79967532,United Arab Emirates
argent,s_america,medicinal equipment,21610,70003135,Argentina
armenia,asia,medicinal equipment,21610,322852,Armenia
asia_nes,asia,medicinal equipment,21610,3567289,NA
austral,oceania,medicinal equipment,21610,662034879,Australia
austria,europe,medicinal equipment,21610,91419153,Austria
azerbaij,asia,medicinal equipment,21610,2935322,Azerbaijan
bahamas,carribean,medicinal equipment,21610,6393481,Bahamas
bahrain,asia,medicinal equipment,21610,4530557,Bahrain
barbado,carribean,medicinal equipment,21610,6588180,Barbados
bel_lux,europe,medicinal equipment,21610,1003972305,Luxembourg
belarus,europe,medicinal equipment,21610,3077128,Belarus
belize,c_america,medicinal equipment,21610,1832702,Belize
benin,africa,medicinal equipment,21610,403600,Benin
bermuda,carribean,medicinal equipment,21610,7139993,Bermuda
bngldsh,asia,medicinal equipment,21610,6031373,Bangladesh
bolivia,s_america,medicinal equipment,21610,3092879,Bolivia
bosnia-h,europe,medicinal equipment,21610,625616,Bosnia and Herzegovina
brazil,s_america,medicinal equipment,21610,363882922,Brazil
bulgaria,europe,medicinal equipment,21610,3991411,Bulgaria
burma,asia,medicinal equipment,21610,1152973,Myanmar
burundi,africa,medicinal equipment,21610,30164,Burundi
c_africa,africa,medicinal equipment,21610,219039,Central African Republic
cambod,asia,medicinal equipment,21610,517301,Cambodia
cameroon,africa,medicinal equipment,21610,1123891,Cameroon
canada,n_america,medicinal equipment,21610,1669302954,Canada
chad,africa,medicinal equipment,21610,18540,Chad
chile,s_america,medicinal equipment,21610,92315548,Chile
china,asia,medicinal equipment,21610,686493540,China
colombia,s_america,medicinal equipment,21610,114034630,Colombia
congo,africa,medicinal equipment,21610,942503,Republic of Congo
cos_rica,c_america,medicinal equipment,21610,102853469,Costa Rica
croatia,europe,medicinal equipment,21610,3648226,Croatia
cuba,carribean,medicinal equipment,21610,481854,Cuba
cyprus,europe,medicinal equipment,21610,4585636,Cyprus
czechrep,europe,medicinal equipment,21610,42958043,Czech Republic
denmark,europe,medicinal equipment,21610,185114812,Denmark
djibouti,africa,medicinal equipment,21610,297412,Djibouti
dom_rep,carribean,medicinal equipment,21610,95557863,Dominican Republic
ecuador,s_america,medicinal equipment,21610,21367033,Ecuador
egypt,africa,medicinal equipment,21610,24763414,Egypt
eq_gnea,africa,medicinal equipment,21610,716153,Equatorial Guinea
estonia,europe,medicinal equipment,21610,9799665,Estonia
ethiopia,africa,medicinal equipment,21610,768733,Ethiopia
fiji,oceania,medicinal equipment,21610,2012506,Fiji
finland,europe,medicinal equipment,21610,63147468,Finland
fr_guian,s_america,medicinal equipment,21610,226022,French Guiana
fr_ind_o,asia,medicinal equipment,21610,96784,French Polynesia
france,europe,medicinal equipment,21610,921695402,France
g_bisau,africa,medicinal equipment,21610,17002,Guinea-Bissau
gabon,africa,medicinal equipment,21610,1711690,Gabon
gambia,africa,medicinal equipment,21610,32695,Gambia
georgia,asia,medicinal equipment,21610,1635379,Georgia
german,europe,medicinal equipment,21610,1906504854,Germany
ghana,africa,medicinal equipment,21610,2150256,Ghana
gilbralt,europe,medicinal equipment,21610,29264,NA
greece,europe,medicinal equipment,21610,77790326,Greece
greenld,n_america,medicinal equipment,21610,10408,Greenland
guadlpe,carribean,medicinal equipment,21610,4767938,Guadeloupe
guatmala,c_america,medicinal equipment,21610,35718358,Guatemala
guinea,africa,medicinal equipment,21610,374057,Guinea
guyana,s_america,medicinal equipment,21610,602742,Guyana
haiti,carribean,medicinal equipment,21610,1241060,Haiti
hondura,c_america,medicinal equipment,21610,8534600,Honduras
hongkong,asia,medicinal equipment,21610,275869909,NA
hungary,europe,medicinal equipment,21610,15848209,Hungary
iceland,europe,medicinal equipment,21610,9265207,Iceland
india,asia,medicinal equipment,21610,248747296,India
indones,oceania,medicinal equipment,21610,16464701,Indonesia
iran,asia,medicinal equipment,21610,6869613,Iran
iraq,asia,medicinal equipment,21610,18468801,Iraq
ireland,europe,medicinal equipment,21610,279093331,Ireland
israel,asia,medicinal equipment,21610,214467879,Israel
italy,europe,medicinal equipment,21610,463947703,Italy
ivy_cst,africa,medicinal equipment,21610,652493,Ivory Coast
jamaica,carribean,medicinal equipment,21610,8645083,Jamaica
japan,asia,medicinal equipment,21610,2383982735,Japan
jordon,asia,medicinal equipment,21610,19434418,Jordan
kazakhst,asia,medicinal equipment,21610,4591236,Kazakhstan
kenya,africa,medicinal equipment,21610,3327825,Kenya
kiribati,oceania,medicinal equipment,21610,69097,Kiribati
korea_s,asia,medicinal equipment,21610,686985210,South Korea
kuwait,asia,medicinal equipment,21610,25002053,Kuwait
kyrgyzst,asia,medicinal equipment,21610,293809,Kyrgyzstan
lao,asia,medicinal equipment,21610,31277,Laos
latvia,europe,medicinal equipment,21610,3512815,Latvia
lebanon,asia,medicinal equipment,21610,9324491,Lebanon
liberia,africa,medicinal equipment,21610,73107,Liberia
libya,africa,medicinal equipment,21610,5389123,Libya
lithuani,europe,medicinal equipment,21610,4877809,Lithuania
macau,asia,medicinal equipment,21610,2494051,NA
macedoni,europe,medicinal equipment,21610,2651433,North Macedonia
madagas,africa,medicinal equipment,21610,248733,Madagascar
malawi,africa,medicinal equipment,21610,85216,Malawi
malaysia,asia,medicinal equipment,21610,130906303,Malaysia
mali,africa,medicinal equipment,21610,752196,Mali
malta,europe,medicinal equipment,21610,4511234,Malta
mauritn,africa,medicinal equipment,21610,908369,Mauritania
mexico,n_america,medicinal equipment,21610,1235594951,Mexico
moldova,europe,medicinal equipment,21610,335021,Moldova
mongola,asia,medicinal equipment,21610,250339,Mongolia
morocco,africa,medicinal equipment,21610,4322923,Morocco
mozambq,africa,medicinal equipment,21610,318902,Mozambique
mritius,africa,medicinal equipment,21610,861891,Mauritius
n_antil,carribean,medicinal equipment,21610,9298718,NA
nepal,asia,medicinal equipment,21610,780120,Nepal
nethlds,europe,medicinal equipment,21610,1975727974,Netherlands
new_cale,oceania,medicinal equipment,21610,641290,New Caledonia
new_guin,oceania,medicinal equipment,21610,719640,Papua New Guinea
new_zeal,oceania,medicinal equipment,21610,65314502,New Zealand
nicaraga,c_america,medicinal equipment,21610,4861786,Nicaragua
niger,africa,medicinal equipment,21610,2156284,Niger
nigeria,africa,medicinal equipment,21610,11913990,Nigeria
norway,europe,medicinal equipment,21610,100943113,Norway
oman,asia,medicinal equipment,21610,3413927,Oman
pakistan,asia,medicinal equipment,21610,19682268,Pakistan
panama,c_america,medicinal equipment,21610,18915786,Panama
paragua,s_america,medicinal equipment,21610,3543024,Paraguay
peru,s_america,medicinal equipment,21610,24739595,Peru
phil,asia,medicinal equipment,21610,48412968,Philippines
poland,europe,medicinal equipment,21610,48800240,Poland
portugal,europe,medicinal equipment,21610,36103037,Portugal
qatar,asia,medicinal equipment,21610,13001806,Qatar
romania,europe,medicinal equipment,21610,10134787,Romania
russia,europe,medicinal equipment,21610,72804027,Russia
rwanda,africa,medicinal equipment,21610,53371,Rwanda
s_africa,africa,medicinal equipment,21610,128913573,South Africa
s_helna,africa,medicinal equipment,21610,18740,Saint Helena
salvadr,c_america,medicinal equipment,21610,12975038,El Salvador
samoa,oceania,medicinal equipment,21610,44924,Samoa
sd_arab,asia,medicinal equipment,21610,128149532,Saudi Arabia
senegal,africa,medicinal equipment,21610,789350,Senegal
seychel,africa,medicinal equipment,21610,1390220,Seychelles
sier_ln,africa,medicinal equipment,21610,322497,Sierra Leone
singapr,asia,medicinal equipment,21610,384737779,Singapore
slovakia,europe,medicinal equipment,21610,6292485,Slovakia
slovenia,europe,medicinal equipment,21610,5407781,Slovenia
somalia,africa,medicinal equipment,21610,39855,Somalia
spain,europe,medicinal equipment,21610,338771380,Spain
sri_lka,asia,medicinal equipment,21610,3723691,Sri Lanka
st_k_nev,carribean,medicinal equipment,21610,5476309,Saint Kitts
sudan,africa,medicinal equipment,21610,280185,Sudan
surinam,s_america,medicinal equipment,21610,526108,Suriname
sweden,europe,medicinal equipment,21610,142085966,Sweden
switzld,europe,medicinal equipment,21610,259611901,Switzerland
syria,asia,medicinal equipment,21610,6130503,Syria
taiwan,asia,medicinal equipment,21610,428087232,Taiwan
tajikist,asia,medicinal equipment,21610,9038,Tajikistan
tanzania,africa,medicinal equipment,21610,770965,Tanzania
thailand,asia,medicinal equipment,21610,90445040,Thailand
togo,africa,medicinal equipment,21610,427606,Togo
trinidad,carribean,medicinal equipment,21610,18138416,Trinidad
tunisia,africa,medicinal equipment,21610,5263344,Tunisia
turkey,asia,medicinal equipment,21610,119333129,Turkey
turkmeni,asia,medicinal equipment,21610,1656307,Turkmenistan
uganda,africa,medicinal equipment,21610,550613,Uganda
ukingdom,europe,medicinal equipment,21610,1082897303,UK
ukraine,europe,medicinal equipment,21610,10691210,Ukraine
uruguay,s_america,medicinal equipment,21610,6441425,Uruguay
us_nes,n_america,medicinal equipment,21610,354071,NA
uzbekist,asia,medicinal equipment,21610,918781,Uzbekistan
venez,s_america,medicinal equipment,21610,127087230,Venezuela
vietnam,asia,medicinal equipment,21610,19983346,Vietnam
yemen_n,asia,medicinal equipment,21610,3395775,Yemen
yugoslav,europe,medicinal equipment,21610,2633542,Serbia
zaire,africa,medicinal equipment,21610,59315,Democratic Republic of the Congo
zambia,africa,medicinal equipment,21610,362395,Zambia
zimbabwe,africa,medicinal equipment,21610,703027,Zimbabwe
afghan,asia,civilian aircraft,22000,29800000,Afghanistan
algeria,africa,civilian aircraft,22000,19195220,Algeria
angola,africa,civilian aircraft,22000,687323408,Angola
arab_em,asia,civilian aircraft,22000,3989017414,United Arab Emirates
argent,s_america,civilian aircraft,22000,64486106,Argentina
austral,oceania,civilian aircraft,22000,740869704,Australia
austria,europe,civilian aircraft,22000,228565379,Austria
azerbaij,asia,civilian aircraft,22000,30577496,Azerbaijan
bahamas,carribean,civilian aircraft,22000,15165520,Bahamas
bahrain,asia,civilian aircraft,22000,10798750,Bahrain
bel_lux,europe,civilian aircraft,22000,198577608,Luxembourg
belize,c_america,civilian aircraft,22000,87000,Belize
benin,africa,civilian aircraft,22000,4800,Benin
bermuda,carribean,civilian aircraft,22000,130028040,Bermuda
bngldsh,asia,civilian aircraft,22000,1385795,Bangladesh
bolivia,s_america,civilian aircraft,22000,1350000,Bolivia
brazil,s_america,civilian aircraft,22000,1024959083,Brazil
bulgaria,europe,civilian aircraft,22000,51195300,Bulgaria
c_africa,africa,civilian aircraft,22000,6400000,Central African Republic
canada,n_america,civilian aircraft,22000,1191631377,Canada
chile,s_america,civilian aircraft,22000,577047203,Chile
china,asia,civilian aircraft,22000,5266121137,China
colombia,s_america,civilian aircraft,22000,28779120,Colombia
cos_rica,c_america,civilian aircraft,22000,39380742,Costa Rica
croatia,europe,civilian aircraft,22000,103000,Croatia
cyprus,europe,civilian aircraft,22000,142067795,Cyprus
czechrep,europe,civilian aircraft,22000,2910514,Czech Republic
denmark,europe,civilian aircraft,22000,95493517,Denmark
dom_rep,carribean,civilian aircraft,22000,12900056,Dominican Republic
ecuador,s_america,civilian aircraft,22000,22198620,Ecuador
egypt,africa,civilian aircraft,22000,304720660,Egypt
eq_gnea,africa,civilian aircraft,22000,751030,Equatorial Guinea
estonia,europe,civilian aircraft,22000,150000,Estonia
ethiopia,africa,civilian aircraft,22000,514011,Ethiopia
fiji,oceania,civilian aircraft,22000,1830580,Fiji
finland,europe,civilian aircraft,22000,34611038,Finland
france,europe,civilian aircraft,22000,1965362396,France
gabon,africa,civilian aircraft,22000,18400000,Gabon
gambia,africa,civilian aircraft,22000,56000,Gambia
georgia,asia,civilian aircraft,22000,14003500,Georgia
german,europe,civilian aircraft,22000,787218260,Germany
gilbralt,europe,civilian aircraft,22000,4726556,NA
greece,europe,civilian aircraft,22000,36180932,Greece
guadlpe,carribean,civilian aircraft,22000,2314413,Guadeloupe
guatmala,c_america,civilian aircraft,22000,28807413,Guatemala
guyana,s_america,civilian aircraft,22000,1200000,Guyana
hondura,c_america,civilian aircraft,22000,27290,Honduras
hongkong,asia,civilian aircraft,22000,193799248,NA
hungary,europe,civilian aircraft,22000,1634400,Hungary
iceland,europe,civilian aircraft,22000,20372700,Iceland
india,asia,civilian aircraft,22000,1418623832,India
indones,oceania,civilian aircraft,22000,52571015,Indonesia
iraq,asia,civilian aircraft,22000,1714000,Iraq
ireland,europe,civilian aircraft,22000,1856732174,Ireland
israel,asia,civilian aircraft,22000,45362434,Israel
italy,europe,civilian aircraft,22000,254822400,Italy
jamaica,carribean,civilian aircraft,22000,1007800,Jamaica
japan,asia,civilian aircraft,22000,3497713232,Japan
jordon,asia,civilian aircraft,22000,21169731,Jordan
kazakhst,asia,civilian aircraft,22000,2773607,Kazakhstan
kenya,africa,civilian aircraft,22000,203771424,Kenya
korea_s,asia,civilian aircraft,22000,1356934926,South Korea
kuwait,asia,civilian aircraft,22000,3617477,Kuwait
