country,continent,commodity,end_use_code,value,map_country
latvia,europe,civilian aircraft,22000,1571512,Latvia
lebanon,asia,civilian aircraft,22000,3421211,Lebanon
libya,africa,civilian aircraft,22000,147925565,Libya
lithuani,europe,civilian aircraft,22000,33596247,Lithuania
macau,asia,civilian aircraft,22000,6154,NA
macedoni,europe,civilian aircraft,22000,850000,North Macedonia
malawi,africa,civilian aircraft,22000,9400000,Malawi
malaysia,asia,civilian aircraft,22000,538285295,Malaysia
mali,africa,civilian aircraft,22000,475000,Mali
mexico,n_america,civilian aircraft,22000,1360636961,Mexico
morocco,africa,civilian aircraft,22000,230313202,Morocco
n_antil,carribean,civilian aircraft,22000,6300,NA
nethlds,europe,civilian aircraft,22000,882779301,Netherlands
new_cale,oceania,civilian aircraft,22000,12342244,New Caledonia
new_zeal,oceania,civilian aircraft,22000,865150618,New Zealand
nicaraga,c_america,civilian aircraft,22000,873585,Nicaragua
niger,africa,civilian aircraft,22000,185000,Niger
nigeria,africa,civilian aircraft,22000,54602481,Nigeria
norway,europe,civilian aircraft,22000,53787049,Norway
pakistan,asia,civilian aircraft,22000,745584488,Pakistan
panama,c_america,civilian aircraft,22000,123510100,Panama
paragua,s_america,civilian aircraft,22000,3434275,Paraguay
peru,s_america,civilian aircraft,22000,16205530,Peru
phil,asia,civilian aircraft,22000,17675750,Philippines
poland,europe,civilian aircraft,22000,21450899,Poland
portugal,europe,civilian aircraft,22000,383957691,Portugal
qatar,asia,civilian aircraft,22000,25158686,Qatar
romania,europe,civilian aircraft,22000,27531,Romania
russia,europe,civilian aircraft,22000,159255928,Russia
s_africa,africa,civilian aircraft,22000,139538020,South Africa
salvadr,c_america,civilian aircraft,22000,898623,El Salvador
sd_arab,asia,civilian aircraft,22000,166707769,Saudi Arabia
senegal,africa,civilian aircraft,22000,389000,Senegal
singapr,asia,civilian aircraft,22000,2031530186,Singapore
slovakia,europe,civilian aircraft,22000,297398872,Slovakia
slovenia,europe,civilian aircraft,22000,1670818,Slovenia
spain,europe,civilian aircraft,22000,238686431,Spain
st_k_nev,carribean,civilian aircraft,22000,95203299,Saint Kitts
sweden,europe,civilian aircraft,22000,47286343,Sweden
switzld,europe,civilian aircraft,22000,197172975,Switzerland
taiwan,asia,civilian aircraft,22000,982673034,Taiwan
tanzania,africa,civilian aircraft,22000,4744300,Tanzania
thailand,asia,civilian aircraft,22000,899290559,Thailand
togo,africa,civilian aircraft,22000,1470000,Togo
trinidad,carribean,civilian aircraft,22000,8500000,Trinidad
tunisia,africa,civilian aircraft,22000,189254,Tunisia
turkey,asia,civilian aircraft,22000,1082198951,Turkey
turkmeni,asia,civilian aircraft,22000,53015664,Turkmenistan
ukingdom,europe,civilian aircraft,22000,706945602,UK
ukraine,europe,civilian aircraft,22000,33787679,Ukraine
venez,s_america,civilian aircraft,22000,29828546,Venezuela
yugoslav,europe,civilian aircraft,22000,1000000,Serbia
zaire,africa,civilian aircraft,22000,4667500,Democratic Republic of the Congo
zambia,africa,civilian aircraft,22000,65000,Zambia
zimbabwe,africa,civilian aircraft,22000,33750,Zimbabwe
afghan,asia,parts-civilian aircraft,22010,3220031,Afghanistan
albania,europe,parts-civilian aircraft,22010,15615,Albania
algeria,africa,parts-civilian aircraft,22010,10893127,Algeria
angola,africa,parts-civilian aircraft,22010,13391645,Angola
arab_em,asia,parts-civilian aircraft,22010,181584596,United Arab Emirates
argent,s_america,parts-civilian aircraft,22010,34939344,Argentina
asia_nes,asia,parts-civilian aircraft,22010,4948827,NA
austral,oceania,parts-civilian aircraft,22010,272379413,Australia
austria,europe,parts-civilian aircraft,22010,51405898,Austria
azerbaij,asia,parts-civilian aircraft,22010,175832,Azerbaijan
bahamas,carribean,parts-civilian aircraft,22010,983275,Bahamas
bahrain,asia,parts-civilian aircraft,22010,7811246,Bahrain
barbado,carribean,parts-civilian aircraft,22010,747370,Barbados
bel_lux,europe,parts-civilian aircraft,22010,127276541,Luxembourg
belarus,europe,parts-civilian aircraft,22010,94333,Belarus
belize,c_america,parts-civilian aircraft,22010,177676,Belize
benin,africa,parts-civilian aircraft,22010,23743,Benin
bermuda,carribean,parts-civilian aircraft,22010,256634,Bermuda
bngldsh,asia,parts-civilian aircraft,22010,4844182,Bangladesh
bolivia,s_america,parts-civilian aircraft,22010,782459,Bolivia
bosnia-h,europe,parts-civilian aircraft,22010,233187,Bosnia and Herzegovina
brazil,s_america,parts-civilian aircraft,22010,1188202208,Brazil
bulgaria,europe,parts-civilian aircraft,22010,1882110,Bulgaria
burkina,africa,parts-civilian aircraft,22010,80421,Burkina Faso
burma,asia,parts-civilian aircraft,22010,23520,Myanmar
burundi,africa,parts-civilian aircraft,22010,108492,Burundi
c_africa,africa,parts-civilian aircraft,22010,23081,Central African Republic
cambod,asia,parts-civilian aircraft,22010,7000,Cambodia
cameroon,africa,parts-civilian aircraft,22010,363296,Cameroon
canada,n_america,parts-civilian aircraft,22010,1758616688,Canada
chad,africa,parts-civilian aircraft,22010,196186,Chad
chile,s_america,parts-civilian aircraft,22010,34557755,Chile
china,asia,parts-civilian aircraft,22010,819148195,China
colombia,s_america,parts-civilian aircraft,22010,63074848,Colombia
congo,africa,parts-civilian aircraft,22010,649012,Republic of Congo
cos_rica,c_america,parts-civilian aircraft,22010,10670388,Costa Rica
croatia,europe,parts-civilian aircraft,22010,932835,Croatia
cyprus,europe,parts-civilian aircraft,22010,2851050,Cyprus
czechrep,europe,parts-civilian aircraft,22010,68319240,Czech Republic
denmark,europe,parts-civilian aircraft,22010,104050618,Denmark
djibouti,africa,parts-civilian aircraft,22010,247463,Djibouti
dom_rep,carribean,parts-civilian aircraft,22010,1023601,Dominican Republic
ecuador,s_america,parts-civilian aircraft,22010,8014342,Ecuador
egypt,africa,parts-civilian aircraft,22010,58061656,Egypt
eq_gnea,africa,parts-civilian aircraft,22010,79873,Equatorial Guinea
estonia,europe,parts-civilian aircraft,22010,1497666,Estonia
ethiopia,africa,parts-civilian aircraft,22010,5844708,Ethiopia
falk_is,s_america,parts-civilian aircraft,22010,8864,Falkland Islands
fiji,oceania,parts-civilian aircraft,22010,824531,Fiji
finland,europe,parts-civilian aircraft,22010,62312166,Finland
fr_guian,s_america,parts-civilian aircraft,22010,176480,French Guiana
fr_ind_o,asia,parts-civilian aircraft,22010,2940,French Polynesia
france,europe,parts-civilian aircraft,22010,1389717684,France
g_bisau,africa,parts-civilian aircraft,22010,779502,Guinea-Bissau
gabon,africa,parts-civilian aircraft,22010,231264,Gabon
gambia,africa,parts-civilian aircraft,22010,14000,Gambia
georgia,asia,parts-civilian aircraft,22010,970695,Georgia
german,europe,parts-civilian aircraft,22010,1425386644,Germany
ghana,africa,parts-civilian aircraft,22010,618369,Ghana
gilbralt,europe,parts-civilian aircraft,22010,6130,NA
greece,europe,parts-civilian aircraft,22010,31403016,Greece
greenld,n_america,parts-civilian aircraft,22010,92719,Greenland
guadlpe,carribean,parts-civilian aircraft,22010,1785749,Guadeloupe
guatmala,c_america,parts-civilian aircraft,22010,7486269,Guatemala
guinea,africa,parts-civilian aircraft,22010,359957,Guinea
guyana,s_america,parts-civilian aircraft,22010,734877,Guyana
haiti,carribean,parts-civilian aircraft,22010,229577,Haiti
hondura,c_america,parts-civilian aircraft,22010,1332871,Honduras
hongkong,asia,parts-civilian aircraft,22010,203142054,NA
hungary,europe,parts-civilian aircraft,22010,6771150,Hungary
iceland,europe,parts-civilian aircraft,22010,3692903,Iceland
india,asia,parts-civilian aircraft,22010,94691932,India
indones,oceania,parts-civilian aircraft,22010,48425453,Indonesia
iran,asia,parts-civilian aircraft,22010,15000,Iran
iraq,asia,parts-civilian aircraft,22010,11621307,Iraq
ireland,europe,parts-civilian aircraft,22010,84385663,Ireland
israel,asia,parts-civilian aircraft,22010,384563722,Israel
italy,europe,parts-civilian aircraft,22010,398963688,Italy
ivy_cst,africa,parts-civilian aircraft,22010,827308,Ivory Coast
jamaica,carribean,parts-civilian aircraft,22010,22497884,Jamaica
japan,asia,parts-civilian aircraft,22010,1366023701,Japan
jordon,asia,parts-civilian aircraft,22010,7810840,Jordan
kazakhst,asia,parts-civilian aircraft,22010,2508603,Kazakhstan
kenya,africa,parts-civilian aircraft,22010,12102953,Kenya
kiribati,oceania,parts-civilian aircraft,22010,298559,Kiribati
korea_s,asia,parts-civilian aircraft,22010,275394476,South Korea
kuwait,asia,parts-civilian aircraft,22010,7697887,Kuwait
kyrgyzst,asia,parts-civilian aircraft,22010,595659,Kyrgyzstan
lao,asia,parts-civilian aircraft,22010,113756,Laos
latvia,europe,parts-civilian aircraft,22010,3368236,Latvia
lebanon,asia,parts-civilian aircraft,22010,929638,Lebanon
liberia,africa,parts-civilian aircraft,22010,102091,Liberia
libya,africa,parts-civilian aircraft,22010,823312,Libya
lithuani,europe,parts-civilian aircraft,22010,2358545,Lithuania
macau,asia,parts-civilian aircraft,22010,13048363,NA
macedoni,europe,parts-civilian aircraft,22010,315676,North Macedonia
madagas,africa,parts-civilian aircraft,22010,2641307,Madagascar
malawi,africa,parts-civilian aircraft,22010,180618,Malawi
malaysia,asia,parts-civilian aircraft,22010,169456820,Malaysia
mali,africa,parts-civilian aircraft,22010,111198,Mali
malta,europe,parts-civilian aircraft,22010,1306998,Malta
mauritn,africa,parts-civilian aircraft,22010,58821,Mauritania
mexico,n_america,parts-civilian aircraft,22010,238839548,Mexico
moldova,europe,parts-civilian aircraft,22010,210094,Moldova
mongola,asia,parts-civilian aircraft,22010,422156,Mongolia
morocco,africa,parts-civilian aircraft,22010,11375632,Morocco
mozambq,africa,parts-civilian aircraft,22010,1322616,Mozambique
mritius,africa,parts-civilian aircraft,22010,636462,Mauritius
n_antil,carribean,parts-civilian aircraft,22010,1021395,NA
nepal,asia,parts-civilian aircraft,22010,1951144,Nepal
nethlds,europe,parts-civilian aircraft,22010,745519169,Netherlands
new_cale,oceania,parts-civilian aircraft,22010,4776535,New Caledonia
new_guin,oceania,parts-civilian aircraft,22010,6375975,Papua New Guinea
new_zeal,oceania,parts-civilian aircraft,22010,85101068,New Zealand
nicaraga,c_america,parts-civilian aircraft,22010,950158,Nicaragua
niger,africa,parts-civilian aircraft,22010,448943,Niger
nigeria,africa,parts-civilian aircraft,22010,13628744,Nigeria
norway,europe,parts-civilian aircraft,22010,105263159,Norway
oman,asia,parts-civilian aircraft,22010,2912000,Oman
pakistan,asia,parts-civilian aircraft,22010,52956227,Pakistan
panama,c_america,parts-civilian aircraft,22010,41075888,Panama
paragua,s_america,parts-civilian aircraft,22010,1761915,Paraguay
peru,s_america,parts-civilian aircraft,22010,22713019,Peru
phil,asia,parts-civilian aircraft,22010,31569903,Philippines
poland,europe,parts-civilian aircraft,22010,30252736,Poland
portugal,europe,parts-civilian aircraft,22010,61567749,Portugal
qatar,asia,parts-civilian aircraft,22010,14499515,Qatar
romania,europe,parts-civilian aircraft,22010,8085514,Romania
russia,europe,parts-civilian aircraft,22010,38581395,Russia
rwanda,africa,parts-civilian aircraft,22010,27900,Rwanda
s_africa,africa,parts-civilian aircraft,22010,128072131,South Africa
s_helna,africa,parts-civilian aircraft,22010,10387,Saint Helena
salvadr,c_america,parts-civilian aircraft,22010,11501331,El Salvador
samoa,oceania,parts-civilian aircraft,22010,18565,Samoa
sd_arab,asia,parts-civilian aircraft,22010,62044494,Saudi Arabia
senegal,africa,parts-civilian aircraft,22010,1429728,Senegal
seychel,africa,parts-civilian aircraft,22010,362738,Seychelles
sier_ln,africa,parts-civilian aircraft,22010,7366,Sierra Leone
singapr,asia,parts-civilian aircraft,22010,961026575,Singapore
slovakia,europe,parts-civilian aircraft,22010,1594228,Slovakia
slovenia,europe,parts-civilian aircraft,22010,2155860,Slovenia
spain,europe,parts-civilian aircraft,22010,229798237,Spain
sri_lka,asia,parts-civilian aircraft,22010,2561598,Sri Lanka
st_k_nev,carribean,parts-civilian aircraft,22010,2605856,Saint Kitts
sudan,africa,parts-civilian aircraft,22010,13753,Sudan
surinam,s_america,parts-civilian aircraft,22010,868172,Suriname
sweden,europe,parts-civilian aircraft,22010,75549194,Sweden
switzld,europe,parts-civilian aircraft,22010,309846479,Switzerland
taiwan,asia,parts-civilian aircraft,22010,441096368,Taiwan
tanzania,africa,parts-civilian aircraft,22010,2671764,Tanzania
thailand,asia,parts-civilian aircraft,22010,123799639,Thailand
togo,africa,parts-civilian aircraft,22010,185502,Togo
trinidad,carribean,parts-civilian aircraft,22010,11568773,Trinidad
tunisia,africa,parts-civilian aircraft,22010,5228975,Tunisia
turkey,asia,parts-civilian aircraft,22010,97098099,Turkey
turkmeni,asia,parts-civilian aircraft,22010,1690744,Turkmenistan
uganda,africa,parts-civilian aircraft,22010,1078936,Uganda
ukingdom,europe,parts-civilian aircraft,22010,1616997855,UK
ukraine,europe,parts-civilian aircraft,22010,3903395,Ukraine
uruguay,s_america,parts-civilian aircraft,22010,2797830,Uruguay
us_nes,n_america,parts-civilian aircraft,22010,279565,NA
uzbekist,asia,parts-civilian aircraft,22010,375130,Uzbekistan
venez,s_america,parts-civilian aircraft,22010,38805382,Venezuela
vietnam,asia,parts-civilian aircraft,22010,5861191,Vietnam
yemen_n,asia,parts-civilian aircraft,22010,2354392,Yemen
yugoslav,europe,parts-civilian aircraft,22010,5216578,Serbia
zaire,africa,parts-civilian aircraft,22010,1027809,Democratic Republic of the Congo
zambia,africa,parts-civilian aircraft,22010,867394,Zambia
zimbabwe,africa,parts-civilian aircraft,22010,4084239,Zimbabwe
afghan,asia,engines-civilian aircraft,22020,1327523,Afghanistan
albania,europe,engines-civilian aircraft,22020,23600,Albania
algeria,africa,engines-civilian aircraft,22020,2093847,Algeria
angola,africa,engines-civilian aircraft,22020,1147887,Angola
arab_em,asia,engines-civilian aircraft,22020,76287345,United Arab Emirates
argent,s_america,engines-civilian aircraft,22020,17227267,Argentina
armenia,asia,engines-civilian aircraft,22020,3560,Armenia
asia_nes,asia,engines-civilian aircraft,22020,128123,NA
